League;Season;Home Team;Away Team;Home Goals;Away Goals;Winner;Home Points;Away Point
Primera Liga de Japón;2020-2021;Sapporo;Cerezo;0;3;2;0;3
Primera Liga de Japón;2020-2021;Nagoya;Tokushima V;3;0;1;3;0
Primera Liga de Japón;2020-2021;Hiroshima;Yokohama Marinos;1;3;2;0;3
Primera Liga de Japón;2020-2021;Kashima;Avispa F;0;3;2;0;3
Primera Liga de Japón;2020-2021;Cerezo;Sapporo;0;2;2;0;3
Primera Liga de Japón;2020-2021;Tosu;Shimizu;2;1;1;3;0
Primera Liga de Japón;2020-2021;Yokohama FC;Urawa;0;2;2;0;3
Primera Liga de Japón;2020-2021;Oita;Shonan;2;0;1;3;0
Primera Liga de Japón;2020-2021;Tokyo;Kashiwa;0;1;2;0;3
Primera Liga de Japón;2020-2021;Gamba;Sendai;2;3;2;0;3
Primera Liga de Japón;2020-2021;Shonan;Avispa F;1;1;X;1;1
Primera Liga de Japón;2020-2021;Tokyo;Yokohama FC;4;0;1;3;0
Primera Liga de Japón;2020-2021;Kashima;Gamba;3;1;1;3;0
Primera Liga de Japón;2020-2021;Kobe;Sapporo;1;0;1;3;0
Primera Liga de Japón;2020-2021;Shimizu;Sendai;2;1;1;3;0
Primera Liga de Japón;2020-2021;Nagoya;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2020-2021;Urawa;Cerezo;2;0;1;3;0
Primera Liga de Japón;2020-2021;Tokushima V;Kawasaki;1;3;2;0;3
Primera Liga de Japón;2020-2021;Kashiwa;Hiroshima;0;3;2;0;3
Primera Liga de Japón;2020-2021;Tosu;Oita;0;0;X;1;1
Primera Liga de Japón;2020-2021;Hiroshima;Cerezo;0;1;2;0;3
Primera Liga de Japón;2020-2021;Tokyo;Nagoya;1;1;X;1;1
Primera Liga de Japón;2020-2021;Kashima;Kawasaki;1;2;2;0;3
Primera Liga de Japón;2020-2021;Shimizu;Kobe;0;2;2;0;3
Primera Liga de Japón;2020-2021;Tokyo;Urawa;1;2;2;0;3
Primera Liga de Japón;2020-2021;Sendai;Tokushima V;0;1;2;0;3
Primera Liga de Japón;2020-2021;Avispa F;Tosu;3;0;1;3;0
Primera Liga de Japón;2020-2021;Yokohama FC;Yokohama Marinos;2;2;X;1;1
Primera Liga de Japón;2020-2021;Kawasaki;Shonan;2;1;1;3;0
Primera Liga de Japón;2020-2021;Gamba;Kashiwa;2;1;1;3;0
Primera Liga de Japón;2020-2021;Nagoya;Oita;1;0;1;3;0
Primera Liga de Japón;2020-2021;Cerezo;Kashima;1;2;2;0;3
Primera Liga de Japón;2020-2021;Sapporo;Hiroshima;0;2;2;0;3
Primera Liga de Japón;2020-2021;Kawasaki;Kobe;3;1;1;3;0
Primera Liga de Japón;2020-2021;Shonan;Yokohama Marinos;0;1;2;0;3
Primera Liga de Japón;2020-2021;Kashima;Yokohama FC;1;2;2;0;3
Primera Liga de Japón;2020-2021;Kawasaki;Tokyo;1;0;1;3;0
Primera Liga de Japón;2020-2021;Gamba;Sapporo;1;5;2;0;3
Primera Liga de Japón;2020-2021;Kobe;Urawa;5;1;1;3;0
Primera Liga de Japón;2020-2021;Avispa F;Shimizu;1;2;2;0;3
Primera Liga de Japón;2020-2021;Kashiwa;Sendai;1;1;X;1;1
Primera Liga de Japón;2020-2021;Hiroshima;Nagoya;1;0;1;3;0
Primera Liga de Japón;2020-2021;Tokushima V;Tosu;3;0;1;3;0
Primera Liga de Japón;2020-2021;Oita;Cerezo;1;0;1;3;0
Primera Liga de Japón;2020-2021;Kobe;Avispa F;1;0;1;3;0
Primera Liga de Japón;2020-2021;Shimizu;Kashiwa;0;1;2;0;3
Primera Liga de Japón;2020-2021;Yokohama Marinos;Sapporo;2;1;1;3;0
Primera Liga de Japón;2020-2021;Urawa;Gamba;1;1;X;1;1
Primera Liga de Japón;2020-2021;Tosu;Shonan;1;1;X;1;1
Primera Liga de Japón;2020-2021;Yokohama FC;Tokushima V;5;3;1;3;0
Primera Liga de Japón;2020-2021;Oita;Sendai;2;0;1;3;0
Primera Liga de Japón;2020-2021;Urawa;Kashiwa;5;1;1;3;0
Primera Liga de Japón;2020-2021;Shonan;Yokohama FC;2;1;1;3;0
Primera Liga de Japón;2020-2021;Tokyo;Kashima;1;2;2;0;3
Primera Liga de Japón;2020-2021;Gamba;Tosu;1;0;1;3;0
Primera Liga de Japón;2020-2021;Sendai;Hiroshima;2;0;1;3;0
Primera Liga de Japón;2020-2021;Tokushima V;Oita;1;1;X;1;1
Primera Liga de Japón;2020-2021;Kawasaki;Shimizu;1;0;1;3;0
Primera Liga de Japón;2020-2021;Nagoya;Kobe;2;2;X;1;1
Primera Liga de Japón;2020-2021;Cerezo;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2020-2021;Sapporo;Avispa F;0;0;X;1;1
Primera Liga de Japón;2020-2021;Hiroshima;Kashima;1;4;2;0;3
Primera Liga de Japón;2020-2021;Tokyo;Shimizu;4;0;1;3;0
Primera Liga de Japón;2020-2021;Kawasaki;Urawa;1;1;X;1;1
Primera Liga de Japón;2020-2021;Kobe;Sendai;4;2;1;3;0
Primera Liga de Japón;2020-2021;Yokohama Marinos;Gamba;0;1;2;0;3
Primera Liga de Japón;2020-2021;Nagoya;Kashiwa;2;0;1;3;0
Primera Liga de Japón;2020-2021;Avispa F;Oita;1;0;1;3;0
Primera Liga de Japón;2020-2021;Tokushima V;Cerezo;0;1;2;0;3
Primera Liga de Japón;2020-2021;Yokohama FC;Tosu;0;0;X;1;1
Primera Liga de Japón;2020-2021;Sapporo;Shonan;1;1;X;1;1
Primera Liga de Japón;2020-2021;Kobe;Tokushima V;1;0;1;3;0
Primera Liga de Japón;2020-2021;Shimizu;Sapporo;2;2;X;1;1
Primera Liga de Japón;2020-2021;Yokohama Marinos;Tokyo;8;0;1;3;0
Primera Liga de Japón;2020-2021;Shonan;Hiroshima;0;0;X;1;1
Primera Liga de Japón;2020-2021;Kashima;Urawa;1;0;1;3;0
Primera Liga de Japón;2020-2021;Sendai;Nagoya;1;1;X;1;1
Primera Liga de Japón;2020-2021;Avispa F;Yokohama FC;1;1;X;1;1
Primera Liga de Japón;2020-2021;Kashiwa;Cerezo;1;0;1;3;0
Primera Liga de Japón;2020-2021;Tosu;Kawasaki;3;1;1;3;0
Primera Liga de Japón;2020-2021;Oita;Gamba;2;3;2;0;3
Primera Liga de Japón;2020-2021;Tokyo;Tokushima V;0;2;2;0;3
Primera Liga de Japón;2020-2021;Kashima;Oita;0;0;X;1;1
Primera Liga de Japón;2020-2021;Gamba;Nagoya;1;3;2;0;3
Primera Liga de Japón;2020-2021;Shimizu;Hiroshima;1;0;1;3;0
Primera Liga de Japón;2020-2021;Sendai;Shonan;0;2;2;0;3
Primera Liga de Japón;2020-2021;Urawa;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2020-2021;Cerezo;Kawasaki;1;4;2;0;3
Primera Liga de Japón;2020-2021;Kashiwa;Avispa F;0;0;X;1;1
Primera Liga de Japón;2020-2021;Tosu;Sapporo;1;0;1;3;0
Primera Liga de Japón;2020-2021;Yokohama FC;Kobe;0;2;2;0;3
Primera Liga de Japón;2020-2021;Shonan;Tokushima V;0;1;2;0;3
Primera Liga de Japón;2020-2021;Hiroshima;Tokyo;1;2;2;0;3
Primera Liga de Japón;2020-2021;Kashima;Tosu;1;0;1;3;0
Primera Liga de Japón;2020-2021;Kawasaki;Gamba;4;1;1;3;0
Primera Liga de Japón;2020-2021;Kobe;Yokohama Marinos;0;2;2;0;3
Primera Liga de Japón;2020-2021;Urawa;Shimizu;0;1;2;0;3
Primera Liga de Japón;2020-2021;Cerezo;Nagoya;2;1;1;3;0
Primera Liga de Japón;2020-2021;Avispa F;Sendai;2;2;X;1;1
Primera Liga de Japón;2020-2021;Sapporo;Kashiwa;3;1;1;3;0
Primera Liga de Japón;2020-2021;Oita;Yokohama FC;2;0;1;3;0
Primera Liga de Japón;2020-2021;Tokyo;Avispa F;0;0;X;1;1
Primera Liga de Japón;2020-2021;Gamba;Shonan;0;0;X;1;1
Primera Liga de Japón;2020-2021;Shimizu;Cerezo;2;1;1;3;0
Primera Liga de Japón;2020-2021;Yokohama Marinos;Kawasaki;1;1;X;1;1
Primera Liga de Japón;2020-2021;Sendai;Kashima;0;1;2;0;3
Primera Liga de Japón;2020-2021;Nagoya;Urawa;0;0;X;1;1
Primera Liga de Japón;2020-2021;Tokushima V;Hiroshima;2;4;2;0;3
Primera Liga de Japón;2020-2021;Kashiwa;Oita;2;3;2;0;3
Primera Liga de Japón;2020-2021;Tosu;Kobe;0;2;2;0;3
Primera Liga de Japón;2020-2021;Yokohama FC;Sapporo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Tokyo;1;0;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Kashiwa;0;2;2;0;3
Primera Liga de Japón;2021-2022;Hiroshima;Tosu;0;0;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Kashima;1;3;2;0;3
Primera Liga de Japón;2021-2022;Shimizu;Sapporo;1;1;X;1;1
Primera Liga de Japón;2021-2022;Yokohama Marinos;Cerezo;2;2;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Kobe;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Urawa;1;0;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Jubilo I;1;1;X;1;1
Primera Liga de Japón;2021-2022;Yokohama Marinos;Kawasaki;4;2;1;3;0
Primera Liga de Japón;2021-2022;Urawa;Kobe;2;2;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Shimizu;1;2;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Kawasaki;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kobe;Avispa F;0;0;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Gamba;0;1;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Kyoto Sanga;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tosu;Shonan;1;1;X;1;1
Primera Liga de Japón;2021-2022;Sapporo;Hiroshima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kashiwa;Yokohama Marinos;3;1;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Urawa;2;1;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Kobe;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Jubilo I;1;4;2;0;3
Primera Liga de Japón;2021-2022;Hiroshima;Kobe;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Kashiwa;1;0;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Kawasaki;2;2;X;1;1
Primera Liga de Japón;2021-2022;Yokohama Marinos;Shimizu;2;0;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Tosu;1;1;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Shonan;2;0;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Tokyo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Avispa F;Sapporo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Kashima;0;2;2;0;3
Primera Liga de Japón;2021-2022;Jubilo I;Gamba;1;1;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Kyoto Sanga;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Hiroshima;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Nagoya;1;0;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Cerezo;1;3;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Avispa F;1;0;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Yokohama Marinos;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tosu;Urawa;1;0;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Tosu;0;0;X;1;1
Primera Liga de Japón;2021-2022;Hiroshima;Kawasaki;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Shonan;2;1;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Avispa F;2;3;2;0;3
Primera Liga de Japón;2021-2022;Shimizu;Kobe;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kyoto Sanga;Tokyo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Jubilo I;4;1;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Sapporo;2;2;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Kashiwa;1;1;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Tosu;0;0;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Hiroshima;0;1;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Shimizu;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Cerezo;1;4;2;0;3
Primera Liga de Japón;2021-2022;Gamba;Nagoya;3;1;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Kyoto Sanga;1;3;2;0;3
Primera Liga de Japón;2021-2022;Yokohama Marinos;Tokyo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Jubilo I;2;0;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Urawa;1;1;X;1;1
Primera Liga de Japón;2021-2022;Cerezo;Kashiwa;0;1;2;0;3
Primera Liga de Japón;2021-2022;Jubilo I;Kawasaki;1;1;X;1;1
Primera Liga de Japón;2021-2022;Hiroshima;Yokohama Marinos;2;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Kobe;3;1;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Shonan;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Gamba;1;1;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Shimizu;1;1;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Kashima;0;1;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Sapporo;5;0;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Kashiwa;1;0;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Jubilo I;0;0;X;1;1
Primera Liga de Japón;2021-2022;Hiroshima;Avispa F;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Urawa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Yokohama Marinos;0;3;2;0;3
Primera Liga de Japón;2021-2022;Kobe;Cerezo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Shimizu;Gamba;1;1;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Sapporo;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kyoto Sanga;Tosu;3;1;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Tokyo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Hiroshima;2;2;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Nagoya;0;0;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Shonan;0;1;2;0;3
Primera Liga de Japón;2021-2022;Avispa F;Cerezo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kashiwa;Kyoto Sanga;0;2;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Shimizu;0;0;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Nagoya;0;0;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Nagoya;2;1;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Gamba;2;0;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Hiroshima;2;2;X;1;1
Primera Liga de Japón;2021-2022;Kyoto Sanga;Avispa F;0;1;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Kashima;0;3;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Tosu;1;4;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Shonan;1;0;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Shimizu;1;4;2;0;3
Primera Liga de Japón;2021-2022;Hiroshima;Kashiwa;1;2;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Jubilo I;3;1;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Kyoto Sanga;1;1;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Tokyo;5;1;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Cerezo;1;1;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Sapporo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Cerezo;Jubilo I;2;1;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Kashima;3;0;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Kawasaki;0;2;2;0;3
Primera Liga de Japón;2021-2022;Yokohama Marinos;Nagoya;2;1;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Shonan;0;0;X;1;1
Primera Liga de Japón;2021-2022;Sapporo;Kyoto Sanga;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Tosu;0;1;2;0;3
Primera Liga de Japón;2021-2022;Gamba;Kobe;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Urawa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Hiroshima;0;0;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Tokyo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Yokohama Marinos;1;4;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Sapporo;4;1;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Avispa F;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Tosu;4;0;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Cerezo;1;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Shimizu;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kashiwa;Gamba;0;1;2;0;3
Primera Liga de Japón;2021-2022;Kobe;Kawasaki;0;1;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Yokohama Marinos;3;3;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Kobe;2;1;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Kyoto Sanga;3;1;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Kashiwa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Nagoya;1;2;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Kashima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Cerezo;Gamba;3;1;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Yokohama Marinos;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Kawasaki;0;0;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Sapporo;1;2;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Tosu;4;4;X;1;1
Primera Liga de Japón;2021-2022;Kawasaki;Shonan;0;4;2;0;3
Primera Liga de Japón;2021-2022;Kobe;Jubilo I;0;0;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Tokyo;0;3;2;0;3
Primera Liga de Japón;2021-2022;Yokohama Marinos;Kyoto Sanga;2;0;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Avispa F;1;0;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Urawa;2;0;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Kashiwa;1;6;2;0;3
Primera Liga de Japón;2021-2022;Hiroshima;Nagoya;1;0;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Urawa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Yokohama Marinos;0;2;2;0;3
Primera Liga de Japón;2021-2022;Shonan;Cerezo;0;2;2;0;3
Primera Liga de Japón;2021-2022;Tokyo;Kashima;3;1;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Sapporo;4;1;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Kawasaki;1;0;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Shimizu;3;1;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Gamba;2;1;1;3;0
Primera Liga de Japón;2021-2022;Jubilo I;Tosu;3;1;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Tokyo;2;0;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Cerezo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kashima;Kyoto Sanga;1;0;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Sapporo;5;2;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Yokohama Marinos;1;2;2;0;3
Primera Liga de Japón;2021-2022;Shimizu;Avispa F;3;1;1;3;0
Primera Liga de Japón;2021-2022;Urawa;Nagoya;3;0;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Kobe;3;1;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Jubilo I;1;1;X;1;1
Primera Liga de Japón;2021-2022;Yokohama Marinos;Kashiwa;4;0;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Hiroshima;1;3;2;0;3
Primera Liga de Japón;2021-2022;Kobe;Urawa;0;1;2;0;3
Primera Liga de Japón;2021-2022;Nagoya;Kashima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kyoto Sanga;Shonan;0;1;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Shimizu;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tosu;Tokyo;5;0;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Gamba;1;0;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Hiroshima;2;0;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Nagoya;0;0;X;1;1
Primera Liga de Japón;2021-2022;Hiroshima;Jubilo I;3;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Avispa F;2;2;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Urawa;1;1;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Yokohama Marinos;3;5;2;0;3
Primera Liga de Japón;2021-2022;Kyoto Sanga;Sapporo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Kawasaki;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Kashima;1;2;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Kobe;0;2;2;0;3
Primera Liga de Japón;2021-2022;Jubilo I;Avispa F;0;1;2;0;3
Primera Liga de Japón;2021-2022;Shonan;Gamba;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Sapporo;3;0;1;3;0
Primera Liga de Japón;2021-2022;Kashima;Cerezo;3;3;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Shimizu;2;1;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Hiroshima;3;0;1;3;0
Primera Liga de Japón;2021-2022;Urawa;Kyoto Sanga;2;2;X;1;1
Primera Liga de Japón;2021-2022;Kashiwa;Nagoya;0;1;2;0;3
Primera Liga de Japón;2021-2022;Jubilo I;Kobe;0;1;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Gamba;4;0;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Shonan;1;1;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Shimizu;0;2;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Tokyo;3;0;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Yokohama Marinos;2;2;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Kyoto Sanga;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Kashiwa;0;1;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Kashima;0;0;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Avispa F;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Kobe;1;1;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Cerezo;1;2;2;0;3
Primera Liga de Japón;2021-2022;Shimizu;Urawa;1;2;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Sapporo;1;0;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Yokohama Marinos;2;2;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Jubilo I;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Hiroshima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Shonan;1;0;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Tokyo;1;2;2;0;3
Primera Liga de Japón;2021-2022;Gamba;Kyoto Sanga;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Kashiwa;0;1;2;0;3
Primera Liga de Japón;2021-2022;Yokohama Marinos;Kashima;2;0;1;3;0
Primera Liga de Japón;2021-2022;Urawa;Kawasaki;3;1;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Avispa F;2;0;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Nagoya;2;2;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Tosu;3;3;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Hiroshima;0;2;2;0;3
Primera Liga de Japón;2021-2022;Nagoya;Urawa;3;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Kashiwa;1;2;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Kobe;3;0;1;3;0
Primera Liga de Japón;2021-2022;Shonan;Sapporo;1;5;2;0;3
Primera Liga de Japón;2021-2022;Tokyo;Shimizu;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2021-2022;Tosu;Jubilo I;2;0;1;3;0
Primera Liga de Japón;2021-2022;Jubilo I;Urawa;0;6;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Kobe;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Avispa F;2;0;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Shimizu;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Hiroshima;2;3;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Nagoya;0;0;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Jubilo I;1;0;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Gamba;5;2;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Kashiwa;1;1;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Kawasaki;1;4;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Tosu;1;2;2;0;3
Primera Liga de Japón;2021-2022;Shonan;Kashima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tosu;Avispa F;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kawasaki;Kashima;2;1;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Kyoto Sanga;1;0;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Gamba;0;2;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Hiroshima;0;3;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Tokyo;3;6;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Tosu;4;0;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Gamba;0;1;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Cerezo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Jubilo I;Kashiwa;2;2;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Kawasaki;2;1;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Shimizu;2;0;1;3;0
Primera Liga de Japón;2021-2022;Tokyo;Yokohama Marinos;2;2;X;1;1
Primera Liga de Japón;2021-2022;Kashima;Urawa;2;2;X;1;1
Primera Liga de Japón;2021-2022;Gamba;Tosu;0;3;2;0;3
Primera Liga de Japón;2021-2022;Kyoto Sanga;Kobe;2;0;1;3;0
Primera Liga de Japón;2021-2022;Avispa F;Nagoya;2;3;2;0;3
